external_compound_id,tautomer_family_key,development_compound_ids_json,in_primary_external,removed_from_tautomer_sensitivity
CMP:JLTDJTHDQAWBAV-UHFFFAOYSA-N,TAU:fe2f0f3af081380ab6e3231e7cc5ef8f46b6cc9a064919b681f99411eae807c6,"[""CMP:JLTDJTHDQAWBAV-UHFFFAOYSA-N""]",false,false
CMP:JLYXXMFPNIAWKQ-UHFFFAOYSA-N,TAU:4180b5943a016caaea0adced9d68c085e3ed6578c82b362a80b9b2f1f787ec35,"[""CMP:JLYXXMFPNIAWKQ-UHFFFAOYSA-N""]",false,false
CMP:JMEVHYCNAPFOAB-UHFFFAOYSA-N,TAU:db4560344000ec204850263e4dfea1b905b30c2c73a9f22fc2d293ec07e1929f,"[""CMP:JMEVHYCNAPFOAB-UHFFFAOYSA-N""]",false,false
CMP:JNRLEMMIVRBKJE-UHFFFAOYSA-N,TAU:0f9cc5586e53fea1efee0ca154057a81e944730902ebcb007fe41e6dfb159ce4,"[""CMP:JNRLEMMIVRBKJE-UHFFFAOYSA-N""]",false,false
CMP:JNVGBRQYZHTBTP-UHFFFAOYSA-N,TAU:1988a2f846ced84bfc93f3797f5141682c7aa242364a7eb2e3300fd8866cf98b,"[""CMP:JNVGBRQYZHTBTP-UHFFFAOYSA-N""]",false,false
CMP:JOATXPAWOHTVSZ-UHFFFAOYSA-N,TAU:f6d11dad8561b40c979fb1981e1fa10eeb5868da66a551449511cb31891ac7c1,"[""CMP:JOATXPAWOHTVSZ-UHFFFAOYSA-N""]",false,false
CMP:JOYRKODLDBILNP-UHFFFAOYSA-N,TAU:a6ab82d0cc5a32e34c4a5e228ba39b818904aa85a8a20b85d0530adf48c72057,"[""CMP:JOYRKODLDBILNP-UHFFFAOYSA-N""]",false,false
CMP:JPBFRFFNPXMVOJ-SNAWJCMRSA-N,TAU:d9c67ad50eb037828dba1ee0b091232129bf4c32c35327d05c4740fb7d82cfb1,"[""CMP:JPBFRFFNPXMVOJ-SNAWJCMRSA-N""]",false,false
CMP:JPOXNPPZZKNXOV-UHFFFAOYSA-N,TAU:177f7b542c126d7b7b10ae6a601db54ecd3f264077331c9f47619da4484ac844,"[""CMP:JPOXNPPZZKNXOV-UHFFFAOYSA-N""]",false,false
CMP:JQPBCNVLZQUNCT-UHFFFAOYSA-N,TAU:c74399c18c9eaa39f3b710f1446dc58b8cdac48d074b9ff02e5e4ac4b4fd9117,"[""CMP:JQPBCNVLZQUNCT-UHFFFAOYSA-N""]",false,false
CMP:JQXXHWHPUNPDRT-ISGDJQTPSA-N,TAU:334fad1a3cc12a75569a412de4adeff53e024b48b5b2c45f9bb7581a731e5c9c,"[""CMP:JQXXHWHPUNPDRT-ISGDJQTPSA-N""]",false,false
CMP:JRLTTZUODKEYDH-UHFFFAOYSA-N,TAU:6a9315c6a87d831f9a3e8ee5497f52f38455a9e1fb832cc661d21878c0f574d9,"[""CMP:JRLTTZUODKEYDH-UHFFFAOYSA-N""]",false,false
CMP:JSFUMBWFPQSADC-UHFFFAOYSA-N,TAU:eb635855e26479ca3a3b9d86e0f3c3becea094cb8d1e3462459838d7665c27f3,"[""CMP:JSFUMBWFPQSADC-UHFFFAOYSA-N""]",false,false
CMP:JSZOAYXJRCEYSX-UHFFFAOYSA-N,TAU:6d1701d0dd7561ab4289bd9d957645d4313a1eb526d4a25f20251584469ef653,"[""CMP:JSZOAYXJRCEYSX-UHFFFAOYSA-N""]",false,false
CMP:JUJWROOIHBZHMG-UHFFFAOYSA-N,TAU:75c7a4b0b41e43900bfb8055909b37897a5e104541d35413384b7ff9a1c88b83,"[""CMP:JUJWROOIHBZHMG-UHFFFAOYSA-N""]",false,false
CMP:JUVIOZPCNVVQFO-HBGVWJBISA-N,TAU:f740643ae55302221ca3d9b114ae43baf8ecfc31c5d06f6fc6c2fc1cbd5498b2,"[""CMP:JUVIOZPCNVVQFO-HBGVWJBISA-N""]",false,false
CMP:JUZXDNPBRPUIOR-UHFFFAOYSA-N,TAU:c06aefc8748934fecf1c263cb80b169e4b4056a0a5399bb0a62c01976f0ed4a3,"[""CMP:JUZXDNPBRPUIOR-UHFFFAOYSA-N""]",false,false
CMP:JWBOIMRXGHLCPP-UHFFFAOYSA-N,TAU:54cd1c02669cc70baa89592932aaf4f2f30ea976b8d55088b4dcdcd8d15d094f,"[""CMP:JWBOIMRXGHLCPP-UHFFFAOYSA-N""]",false,false
CMP:JWFMCQPAQYKFDP-UHFFFAOYSA-N,TAU:3837fe319d6fdfc374c67154a25d1cf75383133571c77185fc177440904d7d7d,"[""CMP:JWFMCQPAQYKFDP-UHFFFAOYSA-N""]",false,false
CMP:JWOWJQPAYGEFFK-UHFFFAOYSA-N,TAU:0dab62533af3d76b03ce455c136769a8e02c686f35c223cd3d3124cd79ed1fad,"[""CMP:JWOWJQPAYGEFFK-UHFFFAOYSA-N""]",false,false
CMP:JXLYSJRDGCGARV-CFWMRBGOSA-N,TAU:d37be8791e7583a7aa15fb5600b9454ba887499f1caec880e0eefbfc1edeef76,"[""CMP:JXLYSJRDGCGARV-CFWMRBGOSA-N""]",false,false
CMP:JXSJBGJIGXNWCI-UHFFFAOYSA-N,TAU:a3f828c8c1022f3b180aa2a48b2d1185663c7d139d98d6c4ac214a6c4d9e8658,"[""CMP:JXSJBGJIGXNWCI-UHFFFAOYSA-N""]",false,false
CMP:JXTHNDFMNIQAHM-UHFFFAOYSA-N,TAU:6184393506027441e08cab310a93c9999a305d302fd8eac1a2d504f8aaf1f86b,"[""CMP:JXTHNDFMNIQAHM-UHFFFAOYSA-N""]",false,false
CMP:JYGXADMDTFJGBT-VWUMJDOOSA-N,TAU:b5c1b2b5d40c917726539dd3357fcf280e55e6ec6301cee434e4437c30079007,"[""CMP:JYGXADMDTFJGBT-VWUMJDOOSA-N""]",false,false
CMP:JYQUHIFYBATCCY-UHFFFAOYSA-N,TAU:e31434c34af7a3612df310acdf3ee1ed7e8f1e858f702768e77f386800ee305d,"[""CMP:JYQUHIFYBATCCY-UHFFFAOYSA-N""]",false,false
CMP:JZGWEIPJUAIDHM-UHFFFAOYSA-N,TAU:4b55f6ccb1b14596112fead060861db3c6a5d794807d935cf573016f4add94ae,"[""CMP:JZGWEIPJUAIDHM-UHFFFAOYSA-N""]",false,false
CMP:JZUFKLXOESDKRF-UHFFFAOYSA-N,TAU:ff4ce74394b03c34044da0d2d850289aadc9f9793ab3268401ef342710ea4c9a,"[""CMP:JZUFKLXOESDKRF-UHFFFAOYSA-N""]",false,false
CMP:KAATUXNTWXVJKI-NSHGMRRFSA-N,TAU:863ed85558a58226e0386df05d5cff8acf7016d82d31a9b2d3794a07a5b68731,"[""CMP:KAATUXNTWXVJKI-UHFFFAOYSA-N""]",false,false
CMP:KAATUXNTWXVJKI-UHFFFAOYSA-N,TAU:863ed85558a58226e0386df05d5cff8acf7016d82d31a9b2d3794a07a5b68731,"[""CMP:KAATUXNTWXVJKI-UHFFFAOYSA-N""]",false,false
CMP:KAJICSGLHKRDLN-UHFFFAOYSA-N,TAU:12652db2e66d8605082af570590ae91db09dceb7682280b6fc7247fb50b18d63,"[""CMP:KAJICSGLHKRDLN-UHFFFAOYSA-N""]",false,false
CMP:KAKZBPTYRLMSJV-UHFFFAOYSA-N,TAU:139765536cd358fb8deea0fd2afc5ada27a0ee61ae4409de5e22ab08130a32ea,"[""CMP:KAKZBPTYRLMSJV-UHFFFAOYSA-N""]",false,false
CMP:KCOYHFNCTWXETP-UHFFFAOYSA-N,TAU:9c3a67922b68869eeb2e3073599906532443fc11cc9c3c8f6cbed333f0defee5,"[""CMP:KCOYHFNCTWXETP-UHFFFAOYSA-N""]",false,false
CMP:KCXMKQUNVWSEMD-UHFFFAOYSA-N,TAU:188a599d74416a7021a6afddfa91037a006b7379307e29b93e58cda6931f6fca,"[""CMP:KCXMKQUNVWSEMD-UHFFFAOYSA-N""]",false,false
CMP:KCXVZYZYPLLWCC-UHFFFAOYSA-N,TAU:6bfd1c3c84be32fef0887de527cc95ae0c3680f389e80993c4242a4e3571f896,"[""CMP:KCXVZYZYPLLWCC-UHFFFAOYSA-N""]",false,false
CMP:KDYFGRWQOYBRFD-UHFFFAOYSA-N,TAU:6fa84788ab22bbb57e459e9d0ebad01db008060a1dcd02d4187b6ddfa4794d7c,"[""CMP:KDYFGRWQOYBRFD-UHFFFAOYSA-N""]",false,false
CMP:KEQFTVQCIQJIQW-UHFFFAOYSA-N,TAU:30919039b6aaeaff437011a82335dd3fe56fb7b9e6529598a6f518a6fa3935e0,"[""CMP:KEQFTVQCIQJIQW-UHFFFAOYSA-N""]",false,false
CMP:KEYWXKLGZZGHMT-UHFFFAOYSA-N,TAU:2e78e8194084275315957e3a456ff6a08d03418246a24a7bc3b212a71af443af,"[""CMP:KEYWXKLGZZGHMT-UHFFFAOYSA-N""]",false,false
CMP:KFUSANSHCADHNJ-UHFFFAOYSA-N,TAU:6e079bc2bddc3c9b547d9412528b2c70c16ba26b4a842fadd05bbf30d19cfd4c,"[""CMP:KFUSANSHCADHNJ-UHFFFAOYSA-N""]",false,false
CMP:KFUSEUYYWQURPO-OWOJBTEDSA-N,TAU:6d500446d042091be246c476598b95ea43389e21dee0fee2ecf8a116fec60d5e,"[""CMP:KFUSEUYYWQURPO-OWOJBTEDSA-N"",""CMP:KFUSEUYYWQURPO-UPHRSURJSA-N""]",false,false
CMP:KFUSEUYYWQURPO-UPHRSURJSA-N,TAU:6d500446d042091be246c476598b95ea43389e21dee0fee2ecf8a116fec60d5e,"[""CMP:KFUSEUYYWQURPO-OWOJBTEDSA-N"",""CMP:KFUSEUYYWQURPO-UPHRSURJSA-N""]",false,false
CMP:KFZMGEQAYNKOFK-UHFFFAOYSA-N,TAU:dbb1ac6e5de735970d66b019862ecf51f867be44b3d2bcce9fa8b917092e5625,"[""CMP:KFZMGEQAYNKOFK-UHFFFAOYSA-N""]",false,false
CMP:KGRVJHAUYBGFFP-UHFFFAOYSA-N,TAU:5c127711a2c72f35b87d04635d66a58c34bd94f2907c15009a0494ec2eb8d256,"[""CMP:KGRVJHAUYBGFFP-UHFFFAOYSA-N""]",false,false
CMP:KGVQFUIYBAPYSK-UHFFFAOYSA-N,TAU:54e19966411f9098663810c855b826fd79650daf67e48219d76fefcf377f0664,"[""CMP:KGVQFUIYBAPYSK-UHFFFAOYSA-N""]",false,false
CMP:KIQQUVJOLVCZKG-UHFFFAOYSA-N,TAU:6d7e5e413f75a6192d688ccffcb28cfd5bed3d391d44cec24e5c280b67e53dcf,"[""CMP:KIQQUVJOLVCZKG-UHFFFAOYSA-N""]",false,false
CMP:KIZIRROTJQVUGJ-UHFFFAOYSA-N,TAU:efd9d351a3c9a1a99cbbd97e052efda8acf7330c49c20822adfec65a406052e5,"[""CMP:KIZIRROTJQVUGJ-UHFFFAOYSA-N""]",false,false
CMP:KJFMBFZCATUALV-UHFFFAOYSA-N,TAU:8b6a078c20df8c97eaeb581b4c52931eb6e1c86d71f32c0714da3023da02626d,"[""CMP:KJFMBFZCATUALV-UHFFFAOYSA-N""]",false,false
CMP:KJPRLNWUNMBNBZ-QPJJXVBHSA-N,TAU:ebdc4a582a1bc0d0c8ac2e92b447038b628961d7ec8b94ad95bca0893897edad,"[""CMP:KJPRLNWUNMBNBZ-QPJJXVBHSA-N""]",false,false
CMP:KLSJWNVTNUYHDU-UHFFFAOYSA-N,TAU:63f592a9996c4c08a90bf75adc681066bfdaefcd7655085711a194b300b268e2,"[""CMP:KLSJWNVTNUYHDU-UHFFFAOYSA-N""]",false,false
CMP:KMNIXISXZFPRDC-UHFFFAOYSA-N,TAU:ce3f4835b335fc97eb3c740347d7888fc227420b048e646afdf1cdec2d17fc4e,"[""CMP:KMNIXISXZFPRDC-UHFFFAOYSA-N""]",false,false
CMP:KNAHARQHSZJURB-UHFFFAOYSA-N,TAU:274711b114d6c63d34bde87ff1c964d42ebbb0f3656e34efc28e3ad08661c032,"[""CMP:KNAHARQHSZJURB-UHFFFAOYSA-N""]",false,false
CMP:KNHUKKLJHYUCFP-UHFFFAOYSA-N,TAU:226a68ed465d252d861f85239fe025c322456f72ce07c0fd944088cab718ad8a,"[""CMP:KNHUKKLJHYUCFP-UHFFFAOYSA-N""]",false,false
CMP:KNKRKFALVUDBJE-UHFFFAOYSA-N,TAU:c699535c8a54a97522d565ce7f62806b2685c27d16da38d16420fccecda4bd45,"[""CMP:KNKRKFALVUDBJE-UHFFFAOYSA-N""]",false,false
CMP:KNRMJISYMHRPTH-UHFFFAOYSA-N,TAU:0e2e1349a4503ec3d02250bba1e25a5504092198d78070a5b67ffedd018bcda3,"[""CMP:KNRMJISYMHRPTH-UHFFFAOYSA-N""]",false,false
CMP:KPSRODZRAIWAKH-UHFFFAOYSA-N,TAU:96d0a3293f1c58934f46c027b6356d88d0d8eecb8837600a913016a01afccebd,"[""CMP:KPSRODZRAIWAKH-UHFFFAOYSA-N""]",false,false
CMP:KQIKKETXZQDHGE-UHFFFAOYSA-N,TAU:97b6c48f2869cc2403592e4a2e948e7bfad0ca6dce32f654437ac6c38f9c1144,"[""CMP:KQIKKETXZQDHGE-UHFFFAOYSA-N""]",false,false
CMP:KQSABULTKYLFEV-UHFFFAOYSA-N,TAU:2d1526facc27ee524e66cfd74ac8dc0d397ae66154b33c42cb0ddee340b2de0b,"[""CMP:KQSABULTKYLFEV-UHFFFAOYSA-N""]",false,false
CMP:KRKNYBCHXYNGOX-UHFFFAOYSA-N,TAU:2f39aebbdaac795d3333bd26ad5c7544520c435e507ae7dbc4f897713317edec,"[""CMP:KRKNYBCHXYNGOX-UHFFFAOYSA-N""]",false,false
CMP:KTTAHABZUYACCH-UHFFFAOYSA-N,TAU:c9f49907b7c74d8b9af7b6440ecc102d2fbdcaea9f5276af9f9d4fe41fdfa50c,"[""CMP:KTTAHABZUYACCH-UHFFFAOYSA-N""]",false,false
CMP:KTXUOWUHFLBZPW-UHFFFAOYSA-N,TAU:8b0fd21f9ef7bf4335c63e508a71ed3417633671863143b96077a9a9763cb56a,"[""CMP:KTXUOWUHFLBZPW-UHFFFAOYSA-N""]",false,false
CMP:KUAZQDVKQLNFPE-UHFFFAOYSA-N,TAU:6847e398d88bb14f12298d5d745505866749585d4fe3b53369dde1c0aa962ce0,"[""CMP:KUAZQDVKQLNFPE-UHFFFAOYSA-N""]",false,false
CMP:KUFFULVDNCHOFZ-UHFFFAOYSA-N,TAU:a5327da4983b717667c258cd11bc824f0d9e6bdbff94b8d103618f8d38590c2e,"[""CMP:KUFFULVDNCHOFZ-UHFFFAOYSA-N""]",false,false
CMP:KUXGUCNZFCVULO-UHFFFAOYSA-N,TAU:406bed2e733c0dc57f8f454257405e07cfa3daabe8221eb43e853baf18ecf22d,"[""CMP:KUXGUCNZFCVULO-UHFFFAOYSA-N""]",false,false
CMP:KVGLBTYUCJYMND-UHFFFAOYSA-N,TAU:af16704bdc7aa3ac31d07e1c12327ceaa50ba50b40817f92c242ac848a1410f9,"[""CMP:KVGLBTYUCJYMND-UHFFFAOYSA-N""]",false,false
CMP:KWISWUFGPUHDRY-UHFFFAOYSA-N,TAU:852ffcc96719959db5ad3fcb9764196372efb16c3eb1e83945f07fef0646a0c1,"[""CMP:KWISWUFGPUHDRY-UHFFFAOYSA-N""]",false,false
CMP:KWOLFJPFCHCOCG-UHFFFAOYSA-N,TAU:7c59097771241e56cb125e68e820592451b5d89afc5149eb36c0e394e3e7de36,"[""CMP:KWOLFJPFCHCOCG-UHFFFAOYSA-N""]",false,false
CMP:KWVPRPSXBZNOHS-UHFFFAOYSA-N,TAU:8f2bd49c37337f893e36083e3e0d246bc90afd3674b550a9d4f17917a5e2b111,"[""CMP:KWVPRPSXBZNOHS-UHFFFAOYSA-N""]",false,false
CMP:KYGZCKSPAKDVKC-UHFFFAOYSA-N,TAU:eb9e5f8601e851eed74ca0aaf04e7d1e184b574ed389bc9daa41b3dc16014736,"[""CMP:KYGZCKSPAKDVKC-UHFFFAOYSA-N""]",false,false
CMP:KZAUOCCYDRDERY-UHFFFAOYSA-N,TAU:b5a300ac21a248b23b98c0a4688ae114d3be10948d64e075c17153f007e973ab,"[""CMP:KZAUOCCYDRDERY-UHFFFAOYSA-N""]",false,false
CMP:KZQYIMCESJLPQH-UHFFFAOYSA-N,TAU:f276233f63c9ef126b48cc9349aaa060a20d02813a0ea2c5e31f17b91e8128c1,"[""CMP:KZQYIMCESJLPQH-UHFFFAOYSA-N""]",false,false
CMP:LCCNCVORNKJIRZ-UHFFFAOYSA-N,TAU:08312ff41db90d3692760be55252c280469fd0b090361ecdb488bc938c3d5939,"[""CMP:LCCNCVORNKJIRZ-UHFFFAOYSA-N""]",false,false
CMP:LDLCZOVUSADOIV-UHFFFAOYSA-N,TAU:6cf3d9fd4f683d7f6ed438fd84a63956607d71b92935e3861d37856f856ebb54,"[""CMP:LDLCZOVUSADOIV-UHFFFAOYSA-N""]",false,false
CMP:LFHISGNCFUNFFM-UHFFFAOYSA-N,TAU:75995bc6a699744992214e07f4ef91c19f25fcdeffb1f74f2f200fa57831bdd0,"[""CMP:LFHISGNCFUNFFM-UHFFFAOYSA-N""]",false,false
CMP:LFQSCWFLJHTTHZ-UHFFFAOYSA-N,TAU:ab1de819ede91df490e6441934decfa9041b49f91d6bbadbba4df634ccff57fa,"[""CMP:LFQSCWFLJHTTHZ-UHFFFAOYSA-N""]",false,false
CMP:LFTUYYPQNCJQGN-UHFFFAOYSA-N,TAU:ab99979b129781a74634615fbc436a8a9ebd7f8dbd21df74f42d5f0b7213f8dd,"[""CMP:LFTUYYPQNCJQGN-UHFFFAOYSA-N""]",false,false
CMP:LFULEKSKNZEWOE-UHFFFAOYSA-N,TAU:77a18c8fed28f29e17a1d400380d6fedd907e4406f79b3842d8a0b05863248a3,"[""CMP:LFULEKSKNZEWOE-UHFFFAOYSA-N""]",false,false
CMP:LGLFFNDHMLKUMI-UHFFFAOYSA-N,TAU:0916572182d89c344dfde8057a8dea8c9d5280fd80217168759a10ae3b734a33,"[""CMP:LGLFFNDHMLKUMI-UHFFFAOYSA-N""]",false,false
CMP:LGRFSURHDFAFJT-UHFFFAOYSA-N,TAU:e678825414f631a2478ae097ae565e29762fa70576e00655da25516a4fa84f37,"[""CMP:LGRFSURHDFAFJT-UHFFFAOYSA-N""]",false,false
CMP:LGXVIGDEPROXKC-UHFFFAOYSA-N,TAU:6c5b1120e60bd88d324077ad16049055c3c60d4d056d5fc1918eaf71992038c0,"[""CMP:LGXVIGDEPROXKC-UHFFFAOYSA-N""]",false,false
CMP:LHHGDZSESBACKH-UHFFFAOYSA-N,TAU:3e3ac2589296aa9fa8591402b69dbbc77d4449e11373e3524aee239b5c6e69f6,"[""CMP:LHHGDZSESBACKH-UHFFFAOYSA-N""]",false,false
CMP:LHJGJYXLEPZJPM-UHFFFAOYSA-N,TAU:c2d9e360545b7b0fd9826f3ce30a6b9efab325d3511c11a028f2021aaab0fa4d,"[""CMP:LHJGJYXLEPZJPM-UHFFFAOYSA-N""]",false,false
CMP:LHRCREOYAASXPZ-UHFFFAOYSA-N,TAU:0757829b8c6320e44d1e23499045fd42ff9fb63f83f2470530b258a11d75ad41,"[""CMP:LHRCREOYAASXPZ-UHFFFAOYSA-N""]",false,false
CMP:LIAWQASKBFCRNR-UHFFFAOYSA-N,TAU:15737ded6bb706ac51e2c4022629a870b4ed7cc3c09cb50726b837eee9356a2f,"[""CMP:LIAWQASKBFCRNR-UHFFFAOYSA-N""]",false,false
CMP:LINPIYWFGCPVIE-UHFFFAOYSA-N,TAU:a1dfd6ffac4fa674b4a125009d28a6751e432e6782c386f4df2e53794359385e,"[""CMP:LINPIYWFGCPVIE-UHFFFAOYSA-N""]",false,false
CMP:LJIRBXZDQGQUOO-KVTDHHQDSA-N,TAU:8b3dd40bd787f10a9344ec593be185948d6da855c4db5e310466ce3a05911e20,"[""CMP:LJIRBXZDQGQUOO-KVTDHHQDSA-N""]",false,false
CMP:LKPLKUMXSAEKID-UHFFFAOYSA-N,TAU:c1d616b6431c004289bf52a5103f333366962df5043f7100f247c14767179efd,"[""CMP:LKPLKUMXSAEKID-UHFFFAOYSA-N""]",false,false
CMP:LLEMOWNGBBNAJR-UHFFFAOYSA-N,TAU:7b37e59d2eb1b43f6850dea1491c866d055a17ccf015d65852521bebe85d99a0,"[""CMP:LLEMOWNGBBNAJR-UHFFFAOYSA-N""]",false,false
CMP:LLROQAGEAVDYFP-MDZDMXLPSA-N,TAU:bc73b00aba1fb2c1dc4a0fec8bdaf0bc1a844ad1aa1851e8234acaceea6bb784,"[""CMP:LLROQAGEAVDYFP-MDZDMXLPSA-N""]",false,false
CMP:LLWADFLAOKUBDR-UHFFFAOYSA-N,TAU:eb325d00ba65a888b62783b80e24021744bc92d49cccc126310a8c28def721db,"[""CMP:LLWADFLAOKUBDR-UHFFFAOYSA-N""]",false,false
CMP:LMBWSYZSUOEYSN-UHFFFAOYSA-N,TAU:443d2271b8cb07a1ca7ad283226d6ab3426d3b023975455485d6823b368ceb60,"[""CMP:LMBWSYZSUOEYSN-UHFFFAOYSA-N""]",false,false
CMP:LMCOQDVJBWVNNI-UHFFFAOYSA-N,TAU:8a037208daaface56028897f8fbc69b81591680dfe33d3c3cda3dadd908af7b0,"[""CMP:LMCOQDVJBWVNNI-UHFFFAOYSA-N""]",false,false
CMP:LMEKQMALGUDUQG-UHFFFAOYSA-N,TAU:af1f490573fb90a44d8c071a553df8f3fb4bee34b58a75b43afe3aedb8f05fa0,"[""CMP:LMEKQMALGUDUQG-UHFFFAOYSA-N""]",false,false
CMP:LMNZTLDVJIUSHT-UHFFFAOYSA-N,TAU:6fa65d7c25e5a8a0f66a03328ab563a93196f58ef456d44ab1ba7432a81681ef,"[""CMP:LMNZTLDVJIUSHT-UHFFFAOYSA-N""]",false,false
CMP:LNTHITQWFMADLM-UHFFFAOYSA-N,TAU:06fa7cef96696340b297105c02afb7f6fdb32f7f3f0aee3fe95fe4ea6da427dc,"[""CMP:LNTHITQWFMADLM-UHFFFAOYSA-N""]",false,false
CMP:LOVDWMTZZYUFMA-KYPPIHQISA-N,TAU:a08341855df32c755b182db4691c79851efdb875a41537bfe58a117ff39f5f5b,"[""CMP:LOVDWMTZZYUFMA-UHFFFAOYSA-N""]",false,false
CMP:LOZWAPSEEHRYPG-UHFFFAOYSA-N,TAU:42745fb2fa4ceab39fce421c0ea5e807d6fd12d0ddcc539eda52b83c2d4815a4,"[""CMP:LOZWAPSEEHRYPG-UHFFFAOYSA-N""]",false,false
CMP:LPYUENQFPVNPHY-UHFFFAOYSA-N,TAU:42450ec1564bcf6b217a58371b2d211b80614dab515a31ea66f01bc0e959998c,"[""CMP:LPYUENQFPVNPHY-UHFFFAOYSA-N""]",false,false
CMP:LPYXWGMUVRGUOY-REOHCLBHSA-N,TAU:7bf69307cd0f4412b2c535624b4da463f223aaa78a0216e8dd203344907e70c8,"[""CMP:LPYXWGMUVRGUOY-REOHCLBHSA-N"",""CMP:LPYXWGMUVRGUOY-UWTATZPHSA-N""]",false,false
CMP:LPYXWGMUVRGUOY-UWTATZPHSA-N,TAU:7bf69307cd0f4412b2c535624b4da463f223aaa78a0216e8dd203344907e70c8,"[""CMP:LPYXWGMUVRGUOY-REOHCLBHSA-N"",""CMP:LPYXWGMUVRGUOY-UWTATZPHSA-N""]",false,false
CMP:LQKRYVGRPXFFAV-UHFFFAOYSA-N,TAU:3d5232120da40e5ba6a02b7f082b37815386f8f9936dad281733122410a4e8c8,"[""CMP:LQKRYVGRPXFFAV-UHFFFAOYSA-N""]",false,false
CMP:LQNUZADURLCDLV-UHFFFAOYSA-N,TAU:de59df6341892aae59047886d4c4688eaaa7853071d111b596eeb645fd7c9968,"[""CMP:LQNUZADURLCDLV-UHFFFAOYSA-N""]",false,false
CMP:LRBQNJMCXXYXIU-QWKBTXIPSA-N,TAU:0b662fd81a187bd96dc4037d83ffafc3223085522b1d18789f62b14b3b12bdd0,"[""CMP:LRBQNJMCXXYXIU-QWKBTXIPSA-N""]",false,false
CMP:LRHPLDYGYMQRHN-UHFFFAOYSA-N,TAU:581b7efd3dcd0e0841ee9123d5670ddc43ef0e9a885955f904baafc5653a3e40,"[""CMP:LRHPLDYGYMQRHN-UHFFFAOYSA-N""]",false,false
CMP:LRSFXIJGHRPOQQ-VZRQQIPSSA-N,TAU:1adb3c024c3ee6eebd6d47a3661cac51873b2bc98baa8bad85a42b71c3520307,"[""CMP:LRSFXIJGHRPOQQ-VZRQQIPSSA-N""]",false,false
CMP:LSLCMDFPNJQMJN-UHFFFAOYSA-N,TAU:1344258b081f45f0c2120825cc0ac8a8d6cf693ff16c8a4cd2375a59f8baa360,"[""CMP:LSLCMDFPNJQMJN-UHFFFAOYSA-N""]",false,false
CMP:LSWOCDLIYSKTRX-UHFFFAOYSA-N,TAU:9b34c6633a13cbcf36d0740829538af3fde495315d3c8244ba490ca7b7bcc3c3,"[""CMP:LSWOCDLIYSKTRX-UHFFFAOYSA-N""]",false,false
CMP:LSWYGACWGAICNM-UHFFFAOYSA-N,TAU:540cd6c9ca9391835931200b432bf7d072f468bcfa838af9c172f17d3ee53dbc,"[""CMP:LSWYGACWGAICNM-UHFFFAOYSA-N""]",false,false
CMP:LTINPJMVDKPJJI-UHFFFAOYSA-N,TAU:5f39da2d48e72257d38969523d90e69e4063afb637d0bb1c6740ac973c1fa66b,"[""CMP:LTINPJMVDKPJJI-UHFFFAOYSA-N""]",false,false
CMP:LUMLZKVIXLWTCI-IHWYPQMZSA-N,TAU:9ba5a2c68913d4cbe7388ec042e17a11ebf7c536ee7e177d41ac12aec241d7c7,"[""CMP:LUMLZKVIXLWTCI-IHWYPQMZSA-N""]",false,false
CMP:LUSZGTFNYDARNI-UHFFFAOYSA-N,TAU:047c82a25c64b079210e12d34ada35f9ca8575616a1149ddfa77e1ba78711dd7,"[""CMP:LUSZGTFNYDARNI-UHFFFAOYSA-N""]",false,false
CMP:LUYISICIYVKBTA-UHFFFAOYSA-N,TAU:03d66763276b2c595682d202e4a81ec92c1d59945af5900e140092f014df6a4e,"[""CMP:LUYISICIYVKBTA-UHFFFAOYSA-N""]",false,false
CMP:LVGUZGTVOIAKKC-UHFFFAOYSA-N,TAU:a9479bded46bef1096c24f126bf1d67acd5afed102db819d2ada910b78805428,"[""CMP:LVGUZGTVOIAKKC-UHFFFAOYSA-N""]",false,false
CMP:LVLANIHJQRZTPY-UHFFFAOYSA-N,TAU:6136e54e1c912ee3db06d3c154b00d0dee5c2970debe2e7814d0f842e68be68e,"[""CMP:LVLANIHJQRZTPY-UHFFFAOYSA-N""]",false,false
CMP:LVTFSVIRYMXRSR-WUKNDPDISA-N,TAU:be3764eada541d45a9ed5bbde2cb2f1e3335620906bc8dc3ed63601de232e7c5,"[""CMP:LVTFSVIRYMXRSR-WUKNDPDISA-N""]",false,false
CMP:LVTYICIALWPMFW-UHFFFAOYSA-N,TAU:e21e211754b1aeb214a55ea46435c7bd10410a5d699b074ec09e146c189da010,"[""CMP:LVTYICIALWPMFW-UHFFFAOYSA-N""]",false,false
CMP:LVWZTYCIRDMTEY-UHFFFAOYSA-N,TAU:62ca8f51b755e8af2409aa9495e4ce466ff5476dbe8f900254bbaa175fd95bc2,"[""CMP:LVWZTYCIRDMTEY-UHFFFAOYSA-N""]",false,false
CMP:LXBGSDVWAMZHDD-UHFFFAOYSA-N,TAU:c69dec033446b4d0c2a4edc60230a5bfc7b9ccbb78ba871aa870c49a3a1fad4d,"[""CMP:LXBGSDVWAMZHDD-UHFFFAOYSA-N""]",false,false
CMP:LYAGTVMJGHTIDH-UHFFFAOYSA-N,TAU:317c72f7f645b9c8bbaa2aab52525a561052b23514ae56e512439439ca64c527,"[""CMP:LYAGTVMJGHTIDH-UHFFFAOYSA-N""]",false,false
